         107766256 function calls (106241653 primitive calls) in 3086.154 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   255488    0.032    0.000    0.032    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\function_base.py:18(_linspace_dispatcher)
    60696    0.031    0.000    0.128    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:1114(argmax)
      361    0.031    0.000    0.031    0.000 {built-in method nt.listdir}
     1836    0.030    0.000    0.081    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\arraysetops.py:495(in1d)
   149703    0.030    0.000    0.030    0.000 {built-in method _struct.unpack}
   256974    0.030    0.000    0.030    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:194(_reshape_dispatcher)
     1160    0.029    0.000   23.872    0.021 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:83(_assert_all_finite)
      459    0.029    0.000    0.033    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:3011(<listcomp>)
     1689    0.028    0.000    0.568    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:558(_read_array_header)
     2988    0.028    0.000   36.096    0.012 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:126(loadFeatures)
    18862    0.028    0.000    0.028    0.000 {method 'append' of 'collections.deque' objects}
   258782    0.026    0.000    0.026    0.000 {built-in method _operator.index}
    51543    0.026    0.000    0.614    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\_logging.py:154(__enter__)
     1015    0.026    0.000   30.240    0.030 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:461(check_array)
    11738    0.025    0.000    0.025    0.000 {built-in method numpy.empty}
      813    0.024    0.000    0.063    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\core.py:222(get_dependencies)
      173    0.024    0.000    0.025    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\threading.py:498(__init__)
    51543    0.024    0.000    0.507    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\_logging.py:157(__exit__)
    63303    0.023    0.000    0.023    0.000 {method 'decode' of 'bytes' objects}
     3500    0.023    0.000    0.055    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:200(split)
    51543    0.023    0.000    0.023    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\_logging.py:149(__init__)
     4448    0.023    0.000    0.023    0.000 {method 'sort' of 'numpy.ndarray' objects}
   202002    0.022    0.000    0.022    0.000 {built-in method builtins.id}
13512/1689    0.022    0.000    0.033    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ast.py:51(_convert)
      243    0.021    0.000    0.021    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
    35775    0.021    0.000    0.028    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\re.py:286(_compile)
    35100    0.020    0.000    0.020    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\tokenize.py:230(add_whitespace)
      145    0.019    0.000    0.019    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       66    0.019    0.000    0.033    0.000 f:/PythonProjects/NietoExcercise-1/svm_test_loopGoodBefore.py:99(printProcess)
    32985    0.018    0.000   47.689    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\function_base.py:714(copy)
     9065    0.018    0.000    0.290    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\arraysetops.py:149(unique)
     5067    0.018    0.000    0.021    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:877(_read_bytes)
      918    0.018    0.000    0.055    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\index_tricks.py:316(__getitem__)
11644/11464    0.018    0.000   27.426    0.002 C:\Users\Luna\anaconda3\envs\mentalab3\lib\copy.py:210(_deepcopy_list)
    61614    0.017    0.000    0.017    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
5508/2754    0.017    0.000    0.063    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\copy.py:268(_reconstruct)
      290    0.017    0.000    0.023    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\nanfunctions.py:183(_divide_by_count)
     4709    0.016    0.000    0.023    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:122(splitdrive)
     3499    0.016    0.000    0.016    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
     5187    0.015    0.000    0.739    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\glob.py:39(_iglob)
    34839    0.015    0.000    0.048    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\tokenize.py:152(_compile)
    39958    0.015    0.000    0.015    0.000 {built-in method __new__ of type object at 0x0000000056302A00}
      918    0.015    0.000    3.123    0.003 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\pick.py:511(pick_info)
     3499    0.015    0.000    0.756    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\glob.py:9(glob)
   197088    0.014    0.000    0.014    0.000 {method 'keys' of 'dict' objects}
      408    0.014    0.000    0.014    0.000 {method 'remove' of 'set' objects}
2674/1804    0.014    0.000   44.990    0.025 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:59(inner_f)
     1689    0.013    0.000   23.554    0.014 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:683(read_array)
    16524    0.013    0.000    0.018    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\logging\__init__.py:1544(isEnabledFor)
     1836    0.013    0.000    0.016    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numerictypes.py:545(_can_coerce_all)
     2148    0.012    0.000    0.072    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\contextlib.py:338(__exit__)
    15968    0.012    0.000    1.738    0.000 <__array_function__ internals>:2(dot)
      459    0.012    0.000    7.017    0.015 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\tag.py:168(_read_matrix)
    15968    0.012    0.000    0.627    0.000 <__array_function__ internals>:2(average)
    37050    0.011    0.000    0.025    0.000 <string>:12(__new__)
      459    0.011    0.000    0.022    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\mixin.py:162(_getitem)
      459    0.011    0.000    0.085    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\tag.py:318(_read_coord_trans_struct)
     9065    0.011    0.000    0.011    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     1305    0.011    0.000    0.026    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:244(_num_samples)
       90    0.011    0.000    0.011    0.000 {built-in method nt.rmdir}
     3978    0.011    0.000    0.011    0.000 {built-in method builtins.round}
      918    0.011    0.000    0.027    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:616(decimate)
     5104    0.011    0.000   38.368    0.008 <__array_function__ internals>:2(concatenate)
     2148    0.011    0.000    0.012    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\contextlib.py:288(push)
    15968    0.011    0.000    3.453    0.000 <__array_function__ internals>:2(cov)
     2030    0.011    0.000   44.216    0.022 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:2105(sum)
     1260    0.010    0.000    0.010    0.000 {built-in method _winapi.WriteFile}
    15968    0.010    0.000    0.190    0.000 <__array_function__ internals>:2(broadcast_to)
      918    0.010    0.000    0.036    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\check.py:775(_ensure_events)
    19280    0.010    0.000    0.010    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\collections\__init__.py:877(__getitem__)
    35775    0.010    0.000    0.037    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\re.py:231(compile)
     4411    0.010    0.000    0.011    0.000 {method '__reduce_ex__' of 'object' objects}
  4900/40    0.010    0.000    0.046    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:467(save)
      145    0.010    0.000   67.749    0.467 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\preprocessing\_data.py:732(partial_fit)
     1377    0.010    0.000    0.010    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:779(<listcomp>)
     3213    0.009    0.000    0.156    0.000 <decorator-gen-22>:1(_unique_channel_names)
    51696    0.009    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\check.py:574(_check_option)
    15968    0.009    0.000    0.340    0.000 {method 'mean' of 'numpy.ndarray' objects}
       40    0.009    0.000    0.031    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\backend\reduction.py:194(__init__)
     1933    0.009    0.000    0.010    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\warnings.py:449(__enter__)
     5457    0.009    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\_weakrefset.py:70(__contains__)
     2148    0.009    0.000    0.025    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\contextlib.py:321(enter_context)
      145    0.009    0.000    0.009    0.000 {built-in method _hashlib.openssl_md5}
     9065    0.009    0.000    0.310    0.000 <__array_function__ internals>:2(unique)
     2315    0.009    0.000    0.009    0.000 {method 'index' of 'list' objects}
     2794    0.009    0.000    0.009    0.000 {method 'union' of 'set' objects}
       16    0.009    0.001    0.009    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\callbacks.py:90(local_callbacks)
     3213    0.009    0.000    0.046    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\copy.py:236(_deepcopy_dict)
        8    0.009    0.001 2464.308  308.038 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\threaded.py:33(get)
      755    0.008    0.000    0.008    0.000 {built-in method nt.urandom}
     2975    0.008    0.000    0.020    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numerictypes.py:360(issubdtype)
     4590    0.008    0.000    0.017    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\pick.py:932(_check_excludes_includes)
      486    0.008    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\function_base.py:1152(diff)
     2401    0.008    0.000    0.017    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\warnings.py:159(_add_filter)
    57664    0.008    0.000    0.008    0.000 {method 'upper' of 'str' objects}
      945    0.008    0.000    0.008    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      145    0.008    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\feature_selection\_univariate_selection.py:101(<listcomp>)
      580    0.008    0.000    6.470    0.011 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:127(as_float_array)
     8056    0.008    0.000    0.062    0.000 <__array_function__ internals>:2(where)
    15968    0.008    0.000    0.157    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\stride_tricks.py:141(broadcast_to)
     1450    0.008    0.000   74.208    0.051 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\extmath.py:663(_safe_accumulator_op)
     3155    0.007    0.000    0.014    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\abc.py:180(__instancecheck__)
     1260    0.007    0.000   17.102    0.014 C:\Users\Luna\anaconda3\envs\mentalab3\lib\concurrent\futures\_base.py:405(result)
     1377    0.007    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\pick.py:772(<dictcomp>)
      918    0.007    0.000    6.492    0.007 <decorator-gen-212>:1(__init__)
     1689    0.007    0.000    0.114    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ast.py:40(literal_eval)
       90    0.007    0.000   17.112    0.190 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:920(retrieve)
    60696    0.007    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:1110(_argmax_dispatcher)
     3240    0.007    0.000    0.023    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\shape_base.py:24(atleast_1d)
       81    0.007    0.000  150.204    1.854 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:462(loadData)
     1350    0.007    0.000    0.364    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:798(dispatch_one_batch)
 2754/459    0.007    0.000    0.250    0.001 <decorator-gen-5>:1(make_dir_tree)
    32985    0.006    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\function_base.py:710(_copy_dispatcher)
      153    0.006    0.000    0.036    0.000 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:18(__init__)
    79446    0.006    0.000    0.006    0.000 {method 'tell' of '_io.BytesIO' objects}
     5950    0.006    0.000    0.011    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numerictypes.py:286(issubclass_)
     3213    0.006    0.000    0.147    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:106(_unique_channel_names)
     1933    0.006    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\warnings.py:428(__init__)
    48789    0.006    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:1524(times)
    75165    0.006    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\copy.py:190(_deepcopy_atomic)
     1836    0.006    0.000    0.069    0.000 <decorator-gen-4>:1(metadata)
     1836    0.006    0.000    0.012    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\mixin.py:400(metadata)
    31936    0.006    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\stride_tricks.py:119(<genexpr>)
     1836    0.006    0.000    0.012    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:1529(_set_times)
    10557    0.006    0.000    0.038    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\tag.py:75(_frombuffer_rows)
    34839    0.006    0.000    0.006    0.000 {method 'span' of '_sre.SRE_Match' objects}
    15968    0.006    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\function_base.py:244(iterable)
     4070    0.006    0.000    0.010    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\threading.py:334(notify)
       90    0.006    0.000   27.413    0.305 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:960(__call__)
      755    0.006    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\uuid.py:106(__init__)
       18    0.006    0.000 2464.382  136.910 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\base.py:506(compute)
    11963    0.005    0.000    0.005    0.000 {built-in method nt.fspath}
       90    0.005    0.000    0.006    0.000 {built-in method builtins.eval}
     1260    0.005    0.000    0.308    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\process_executor.py:1112(submit)
     1740    0.005    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\threading.py:215(__init__)
       81    0.005    0.000  150.197    1.854 f:\PythonProjects\NietoExcercise-1\dataLoader.py:117(load_multiple_datasets)
     1689    0.005    0.000    0.119    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\utils.py:962(safe_eval)
     2148    0.005    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\contextlib.py:271(__init__)
       81    0.005    0.000    0.026    0.000 f:\PythonProjects\NietoExcercise-1\svmMethods.py:10(__init__)
     2665    0.005    0.000    0.014    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\queue.py:115(put)
      145    0.005    0.000    0.075    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\multiprocessing\pool.py:349(apply_async)
     2030    0.005    0.000   44.227    0.022 <__array_function__ internals>:2(sum)
      459    0.005    0.000  132.886    0.290 <decorator-gen-228>:1(read_epochs)
     6885    0.005    0.000    0.015    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\logging\__init__.py:1298(info)
      918    0.005    0.000    0.768    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:564(_check_consistency)
      459    0.005    0.000    0.030    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\event.py:149(_read_events_fif)
    16524    0.005    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\logging\__init__.py:1530(getEffectiveLevel)
     5049    0.005    0.000    0.023    0.000 {method 'any' of 'numpy.ndarray' objects}
     5257    0.005    0.000    0.005    0.000 {method 'replace' of 'str' objects}
    16113    0.005    0.000    0.005    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
     3499    0.005    0.000    0.648    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:260(lexists)
     1763    0.005    0.000   17.914    0.010 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:989(getFeatureList)
      459    0.005    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\transforms.py:91(__init__)
     1219    0.005    0.000    0.005    0.000 {built-in method nt.write}
      918    0.005    0.000    0.027    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\twodim_base.py:152(eye)
      918    0.005    0.000    0.034    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\proj.py:536(_make_projector)
     1950    0.005    0.000    0.083    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\tokenize.py:317(untokenize)
     3499    0.005    0.000    0.021    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\glob.py:145(has_magic)
     2148    0.005    0.000    0.016    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\contextlib.py:281(_push_cm_exit)
     1689    0.004    0.000    0.020    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:217(read_magic)
      459    0.004    0.000    0.976    0.002 C:\Users\Luna\anaconda3\envs\mentalab3\lib\json\__init__.py:302(loads)
      459    0.004    0.000    0.010    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\numerics.py:1017(_stamp_to_dt)
    15968    0.004    0.000    0.004    0.000 {method 'conj' of 'numpy.ndarray' objects}
     1933    0.004    0.000    0.018    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\warnings.py:143(simplefilter)
     1689    0.004    0.000    0.050    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:2337(all)
     1260    0.004    0.000    0.017    0.000 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:206(flattenAllExceptTrial)
      897    0.004    0.000    0.004    0.000 {method 'add' of 'set' objects}
      459    0.004    0.000   75.600    0.165 <decorator-gen-6>:1(fiff_open)
     2148    0.004    0.000    0.004    0.000 {method 'seek' of '_io.BufferedReader' objects}
     1260    0.004    0.000    0.325    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:761(_dispatch)
     9639    0.004    0.000    0.026    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\tag.py:263(_read_simple)
      459    0.004    0.000    0.004    0.000 {built-in method fromtimestamp}
       90    0.004    0.000    0.016    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:639(__init__)
      918    0.004    0.000    0.043    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\proj.py:810(setup_proj)
     3240    0.004    0.000    0.030    0.000 <__array_function__ internals>:2(atleast_1d)
      459    0.004    0.000  132.864    0.289 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:3037(read_epochs)
   449/18    0.004    0.000    0.031    0.002 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\base.py:404(_unpack)
      549    0.004    0.000    9.040    0.016 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\shape_base.py:223(vstack)
      918    0.004    0.000    0.017    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\check.py:133(_check_event_id)
15147/6885    0.004    0.000    0.038    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\copy.py:273(<genexpr>)
      459    0.004    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\fiff\raw.py:425(_get_fname_rep)
       18    0.004    0.000    0.047    0.003 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\base.py:371(unpack_collections)
     1263    0.004    0.000    0.004    0.000 {method 'GetOverlappedResult' of '_winapi.Overlapped' objects}
     1260    0.004    0.000    0.022    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\multiprocessing\connection.py:181(send_bytes)
      759    0.004    0.000    1.662    0.002 <__array_function__ internals>:2(copyto)
     9065    0.004    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\arraysetops.py:136(_unpack_tuple)
     2148    0.004    0.000    0.004    0.000 {built-in method sys.exc_info}
      459    0.004    0.000    0.160    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\open.py:41(_fiff_get_fid)
     3337    0.004    0.000    0.004    0.000 {built-in method builtins.min}
    23400    0.004    0.000    0.004    0.000 {method 'isidentifier' of 'str' objects}
     2760    0.004    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:423(memoize)
     1008    0.004    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\shape_base.py:82(atleast_2d)
      459    0.004    0.000    0.351    0.001 f:\PythonProjects\NietoExcercise-1\Inner_Speech_Dataset\Python_Processing\Data_extractions.py:216(load_events)
     1350    0.004    0.000    0.012    0.000 f:/PythonProjects/NietoExcercise-1/svm_test_loopGoodBefore.py:995(<genexpr>)
     3294    0.004    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\check.py:23(_ensure_int)
     4296    0.004    0.000    0.004    0.000 {method 'startswith' of 'bytes' objects}
     6756    0.004    0.000    0.019    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ast.py:65(<genexpr>)
      459    0.004    0.000    0.031    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:1510(_ensure_meas_date_none_or_dt)
      918    0.004    0.000    0.029    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:271(_handle_event_repeated)
       90    0.004    0.000    0.004    0.000 {built-in method nt._isdir}
     9639    0.003    0.000    0.011    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\logging\__init__.py:1286(debug)
      145    0.003    0.000    0.029    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\delayed.py:595(call_function)
      918    0.003    0.000    0.060    0.000 <decorator-gen-213>:1(decimate)
        3    0.003    0.001    0.003    0.001 {built-in method _winapi.ConnectNamedPipe}
      459    0.003    0.000    2.821    0.006 <decorator-gen-27>:1(read_meas_info)
     1689    0.003    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:282(descr_to_dtype)
     1689    0.003    0.000    0.057    0.000 <__array_function__ internals>:2(all)
      324    0.003    0.000    0.012    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numeric.py:144(ones)
      918    0.003    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\tag.py:296(_read_id_struct)
        4    0.003    0.001    0.022    0.005 <frozen importlib._bootstrap>:870(_find_spec)
     1260    0.003    0.000    0.318    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_parallel_backends.py:529(apply_async)
      459    0.003    0.000    0.010    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:3356(_update_offset)
      918    0.003    0.000    0.020    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numerictypes.py:569(find_common_type)
        1    0.003    0.003    0.003    0.003 {built-in method nt.open}
      918    0.003    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\check.py:141(<dictcomp>)
      580    0.003    0.000    0.010    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\__init__.py:110(safe_mask)
      364    0.003    0.000    1.393    0.004 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:135(loadAnovaMask)
       98    0.003    0.000    0.012    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\contextlib.py:85(__exit__)
      918    0.003    0.000    1.222    0.001 <decorator-gen-219>:1(_get_data)
        3    0.003    0.001    0.003    0.001 {built-in method marshal.loads}
      620    0.003    0.000    0.037    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\backend\resource_tracker.py:94(ensure_running)
      290    0.003    0.000   18.315    0.063 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\base.py:369(_validate_data)
     1260    0.003    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\functools.py:44(update_wrapper)
      261    0.003    0.000   13.558    0.052 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:611(write_array)
     2728    0.003    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\os.py:664(__getitem__)
      918    0.003    0.000    0.030    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\tag.py:269(_read_string)
      468    0.003    0.000    0.011    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\warnings.py:119(filterwarnings)
    13571    0.003    0.000    0.003    0.000 {method 'release' of '_thread.lock' objects}
      261    0.003    0.000    0.064    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:403(_write_array_header)
     1702    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
     3962    0.003    0.000    0.003    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      145    0.003    0.000    2.610    0.018 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\feature_selection\_univariate_selection.py:99(<listcomp>)
     3618    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
